_id,ac_year,district_cd,District,Division,Budget_district_seq,block_cd_1,Block_Name,MNC_SR,MNC_Desc,block_cd_2,vill_ward_cd,Village_Name,cluster_cd,Cluster_Name,udise_sch_code,school_name,address,pincode,Establishment,sch_loc_r_u,sch_category_id,School_category,sch_type,sch_mgmt_id,Mgt_desc,state_mgt_3,state_mgt_4,class_frm,class_to,medinstr1,medium_desc,medium_state,medinstr2,medinstr3,medinstr4,latitude,longitude,ppsec_yn,stdcode,mobile,stdcode_resp,phone_resp,mobile_resp,website,email,resp_name,cwsn_sch_yn,shift_sch_yn,resi_sch_type,resi_sch_type_Desc,minority_yn,minority_type,Minority_desc,anganwadi_yn,anganwadi_code,anganwadi_stu_b,anganwadi_stu_g,anganwadi_tch_trained,board_sec,Board_Desc_Sec,board_sec_no,board_sec_oth,board_hsec,Board_Hseco_Desc,board_hsec_no,board_hsec_oth,prevoc_yn,eduvoc_yn,cpp_b,cpp_g,cpp_t,c1_b,c1_g,c1_t,c2_b,c2_g,c2_t,c3_b,c3_g,c3_t,c4_b,c4_g,c4_t,c5_b,c5_g,c5_t,c6_b,c6_g,c6_t,c7_b,c7_g,c7_t,c8_b,c8_g,c8_t,c9_b,c9_g,c9_t,c10_b,c10_g,c10_t,c11_b,c11_g,c11_t,c12_b,c12_g,c12_t,c1to5b,c1to5g,c1to5t,c6to8b,c6to8g,c6to8t,c1to8b,c1to8g,c1to8t,c9to10b,c9to10g,c9to10t,c11to12b,c11to12g,c11to12t,c9to12b,c9to12g,c9to12t,c1to12b,c1to12g,c1to12t,Enr_range_school_grant
65af7ec870a4882953fa561d,2020-21,2703,Jalgaon,Nashik,13,270312,Pachora,0,ZP,270312,270312005,GALAN BK.,2703120001,BALAD,27031200503,ASHRAM SCH GALAN BK,AT POST GALAN BK TAL PACHORA ,424201,1972,1,1,Primary only with grades 1 to 5,3,10,Social Welfare,1_Govt,1_Govt,1,4,10,Marathi,01 Marathi,0,0,0,20.60364,75.275129,2,0,8329775974,0,0,9561108576,,,MEHATAB HARI RATHOD,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,0,0,0,0,0,21,15,36,19,17,36,38,38,76,22,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,82,182,0,0,0,100,82,182,0,0,0,0,0,0,0,0,0,100,82,182,101 to 250
65af7ec870a4882953fa561e,2020-21,2705,Akola,Amravati,2,270501,Akola Ps,0,ZP,270501,270501171,AKOLA,2705010028,AKOLA,27050117168,SHASKIYA MUKBADHIR VIDYALAY MALKAPUR,"OM SOCIETY, NEAR SIDHESHWAR TEMPLE, MALKAPUR, AKOLA.",444002,1958,2,2,Upper Primary with grades 1 to 8,1,10,Social Welfare,1_Govt,1_Govt,1,7,10,Marathi,01 Marathi,0,0,0,20.688923,77.012288,1,0,8087167972,0,0,8087167972,,aklmukabadhir@gmail.com,MAHEBUB ASLAM SHEIKH,1,2,2,2-Non-ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,2,2,0,0,0,0,0,0,2,0,2,3,0,3,3,0,3,6,0,6,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,9,0,9,23,0,23,0,0,0,0,0,0,0,0,0,23,0,23,1 to 30
65af7ec870a4882953fa561f,2020-21,2706,Washim,Amravati,35,270606,Washim,0,ZP,270606,270606011,ANSING,2706060002,ANSING,27060601112,NIWASI MUK-BADHIR VIDHYALAYA ANSING,AT POST ANSING TQ DIST WASHIM,444507,1992,1,1,Primary only with grades 1 to 5,3,10,Social Welfare,1_Govt,1_Govt,1,4,10,Marathi,01 Marathi,0,0,0,20.047194,77.314707,2,0,8378904269,0,0,8378904269,,shriswamisamaratha@gmail.com,NITIN SURESH KOLHE,1,2,2,2-Non-ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,0,0,0,0,0,13,8,21,4,4,8,7,2,9,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,50,0,0,0,34,16,50,0,0,0,0,0,0,0,0,0,34,16,50,31 to 100
65af7ec870a4882953fa5620,2020-21,2706,Washim,Amravati,35,270606,Washim,0,ZP,270606,270606123,WASHIM,2706060013,WASHIM,27060612335,SUPDT.GAZZETED GOVT.MULTIPURPOSE COMPLEX FOR PH. CHILDREN WASHIM,Near Old Zilla Parishad Washim Dist.Washim,444505,1981,2,1,Primary only with grades 1 to 5,3,10,Social Welfare,1_Govt,1_Govt,1,3,10,Marathi,01 Marathi,0,0,0,20.107944,77.128767,2,0,8390473181,0,0,8999884647,,,S S Sangep,1,2,2,2-Non-ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,0,0,0,0,0,0,0,0,1,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,4,1,5,1 to 30
65af7ec870a4882953fa5621,2020-21,2710,Bhandara,Nagpur,6,271001,Bhandara,0,ZP,271001,271001001,BHANDARA,2710010001,BHANDARA,27100100180,SHASHKIY ANDHA VIDHYALAY BHANDARA,SHASHKIY ANDHA VIDHYALAY BHANDARA,441904,1958,2,1,Primary only with grades 1 to 5,3,10,Social Welfare,1_Govt,1_Govt,1,4,10,Marathi,01 Marathi,0,0,0,21.175883,79.65503,2,0,9403416725,0,0,9403416725,,,VINOD UMAP,1,2,2,2-Non-ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1 to 30
65af7ec870a4882953fa5622,2020-21,2715,Nanded,Aurangabad,20,271501,Nanded,0,ZP,271501,271501032,KASARKHEDA,2715010005,TARODA BK,27150103208,NIVASI SAMISHRA APANG TANTRIK PRASHIKSHAN VA PUNARVASAN KENDRA KASARKHEDA,NIVASI SAMISHRA APANG TANTRIK PRASHIKSHAN VA PUNARVASAN KENDRA KASARKHEDA TQ DIST NANDED,431605,2001,1,2,Upper Primary with grades 1 to 8,3,10,Social Welfare,1_Govt,1_Govt,1,8,10,Marathi,01 Marathi,19,4,0,19.263094,77.278409,2,0,8983661358,0,0,8983661358,,prasenjeet.manohare@gmail.com,MANOHARE PRASENJEET DEVIDASRAO,1,2,2,2-Non-ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,60,45,15,60,0,0,0,0,0,0,0,0,0,45,15,60,31 to 100
65af7ec870a4882953fa5623,2020-21,2715,Nanded,Aurangabad,20,271501,Nanded,0,ZP,271501,271501086,WASARNI,2715010007,VASARNI,27150108608,NIVASI ANDH VIDYALAY WASARNI,NIVASI ANDH VIDYALAY WASARNI,431604,1992,1,2,Upper Primary with grades 1 to 8,3,10,Social Welfare,1_Govt,1_Govt,1,7,10,Marathi,01 Marathi,0,0,0,19.132683,77.321708,2,0,9420682630,0,0,9420682630,,andhvidhyalay375@gmail.com,b m ibitwar,1,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,2,2,0,0,0,2,8,10,6,1,7,4,1,5,4,4,8,7,5,12,1,3,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,42,8,3,11,31,22,53,0,0,0,0,0,0,0,0,0,31,22,53,31 to 100
65af7ec870a4882953fa5624,2020-21,2715,Nanded,Aurangabad,20,271501,Nanded,0,ZP,271501,271501086,WASARNI,2715010007,VASARNI,27150108609,PUNYASHLOK AHILYADEVI HOLKAR NIVASI  APANG VIDYALAY JANARDHAN NAGAR NANDED,JANARDHAN NAGAR NANDED,431605,1994,1,2,Upper Primary with grades 1 to 8,3,10,Social Welfare,1_Govt,1_Govt,1,8,10,Marathi,01 Marathi,0,0,0,19.17766,77.319606,2,0,9403520735,0,0,9096359565,,,UGHADERAO BAPURAO YASHWANTRAO,1,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,2,2,0,0,0,2,0,2,0,0,0,7,1,8,0,0,0,3,0,3,4,1,5,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,13,8,3,11,20,4,24,0,0,0,0,0,0,0,0,0,20,4,24,1 to 30
65af7ec870a4882953fa5625,2020-21,2715,Nanded,Aurangabad,20,271501,Nanded,0,ZP,271501,271501093,SANGAVI,2715010002,VAZIRABAD,27150109303,NIVASI MADTIMAND VIDYALAY SANGVI,GOPAL NAGAR NEAR AIRPORT SANGAVI TQ DIST,431605,2007,1,1,Primary only with grades 1 to 5,3,10,Social Welfare,1_Govt,1_Govt,1,5,10,Marathi,01 Marathi,0,0,0,19.186148,77.335953,2,0,9922799083,0,0,9665857550,,nmvsangavi@reddiffmail.com,RATHOD VENKAT GANPAT,1,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,0,0,0,0,0,8,0,8,7,1,8,8,0,8,7,1,8,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,40,0,0,0,37,3,40,0,0,0,0,0,0,0,0,0,37,3,40,31 to 100
65af7ec870a4882953fa5626,2020-21,2715,Nanded,Aurangabad,20,271507,Degloor,0,ZP,271507,271507053,MALEGAON,2715070010,MALEGAON,27150705304,SWAMI VIVEKANAND APANG VID  MALEGAON, SWAMI VIVEKANAND APANG VID MALEGAON,431718,1994,1,2,Upper Primary with grades 1 to 8,3,10,Social Welfare,1_Govt,1_Govt,1,7,10,Marathi,01 Marathi,0,0,0,18.410651,77.530489,2,0,9890731588,0,0,9552153696,,svnavmmskamble@yahoo.com,KAMBLE M S,1,2,2,2-Non-ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,2,2,0,0,0,0,2,2,3,2,5,3,2,5,3,5,8,1,1,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22,2,1,3,12,13,25,0,0,0,0,0,0,0,0,0,12,13,25,1 to 30
65af7ec870a4882953fa5627,2020-21,2715,Nanded,Aurangabad,20,271508,Biloli,0,ZP,271508,271508015,BILOLI,2715080004,BILOLI,27150801513,NIVASI MUKBADHIR VIDYALAY BILOLI,RAVINDRANAGAR BILOLI TQ.BILOLI DIST.NANDED,431710,1989,2,1,Primary only with grades 1 to 5,3,10,Social Welfare,1_Govt,1_Govt,1,5,10,Marathi,01 Marathi,0,0,0,18.777002,77.716934,2,0,7276329726,0,0,9766875176,,hm_nmbvbiloli@yahoo.com,THAKURWAD BALAJI VITTHALRAO,1,2,2,2-Non-ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,0,0,0,0,0,10,3,13,4,1,5,5,1,6,5,2,7,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,40,0,0,0,30,10,40,0,0,0,0,0,0,0,0,0,30,10,40,31 to 100
65af7ec870a4882953fa5628,2020-21,2728,Latur,Aurangabad,16,272811,Latur Urc1,0,ZP,272811,272811013,LATUR MNC WARD NO. 29,2728110016,IED SCHOOL-1,27281101305,GOVT ANDHA SHALLA,labour colony latur ward no 29,413512,1960,2,1,Primary only with grades 1 to 5,1,10,Social Welfare,1_Govt,1_Govt,1,4,10,Marathi,01 Marathi,0,0,0,18.395907,76.590573,2,0,9975790057,0,0,9975790057,,,NILANGEKAR A S,1,2,2,2-Non-ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,1 to 30
65af7ec870a4882953fa5629,2020-21,2727,Beed,Aurangabad,5,272708,Parli,0,ZP,272708,272708072,LENDWADI,2727080007,LADZARI,27270807202,ASHRAM SCHOOL LENDWADI,LENDEWADI TQ PARLI VAIJNATH DIST BEED,431515,1992,1,2,Upper Primary with grades 1 to 8,3,10,Social Welfare,1_Govt,1_Govt,1,8,10,Marathi,01 Marathi,0,0,0,18.783026,76.559739,2,0,9420330924,0,0,9421342565,,sugandhraojadhav@gmail.com,DUMANE S S,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,2,1,0,0,0,19,1,20,23,8,31,26,19,45,26,10,36,19,19,38,40,24,64,31,34,65,35,13,48,0,0,0,0,0,0,0,0,0,0,0,0,113,57,170,106,71,177,219,128,347,0,0,0,0,0,0,0,0,0,219,128,347,251 to 1000
65af7ec870a4882953fa562a,2020-21,2719,Aurangabad,Aurangabad,4,271908,Vaijapur,0,ZP,271908,271908137,TIDI,2719080001,AGHUR,27190813703,PS NIVASI MATIMAND SCHOOL TIDI VAIJAPUR,AT TIDI . TQ. VAIJAPUR DIST AURANGABAD,423701,2009,1,1,Primary only with grades 1 to 5,3,10,Social Welfare,1_Govt,1_Govt,1,4,10,Marathi,01 Marathi,0,0,0,19.919935,74.794167,2,0,9421309100,0,0,9421309100,,tirangabahuddeshiysanstha@gmail.com,PATEL SUBHAN F,1,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,0,0,0,0,0,7,0,7,11,2,13,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,40,0,0,0,38,2,40,0,0,0,0,0,0,0,0,0,38,2,40,31 to 100
65af7ec870a4882953fa562b,2020-21,2727,Beed,Aurangabad,5,272701,Ambajogai,0,ZP,272701,272701016,AMBAJOGAI,2727010003,RAVIVAR PETH,27270101699,"SHASKIYA BAHUUDDESHIYA SAMISHRA APANG KENDRA, AMBAJOGAI",Shaskiya Bahudeshiy Samishra Apang Kendra Ambajogai,431517,1974,2,1,Primary only with grades 1 to 5,1,10,Social Welfare,1_Govt,1_Govt,1,4,10,Marathi,01 Marathi,0,0,0,18.730503,76.385821,2,0,7020897994,0,0,7020897994,,,Pansare J R,1,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,0,0,0,0,0,4,0,4,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,8,1 to 30
65af7ec870a4882953fa562c,2020-21,2720,Nashik,Nashik,22,272018,Nashik Urc-2,39,Nashik Municipal Corporation,272016,272018037,WARD NO 37,2720180003,NASHIK MC CLUSTER NO 3,27201803711,V-EXCEL LEARNNIG CENTRE NASHIK,"Plot No.16, Kanchan Bunglow, Sheetal Society, opp. Shankar nagar bus stop, Takli  Phata road, Dwarka",422011,2017,2,2,Upper Primary with grades 1 to 8,3,10,Social Welfare,1_Govt,1_Govt,1,8,10,Marathi,01 Marathi,0,0,0,19.995526,73.805119,2,253,9822206337,253,2945371,9822206337,www.v-excel.org,jayanthi@v-excel.org,Mrs. Jayanthi Vishwanath,1,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,1,1,0,0,0,4,2,6,8,1,9,5,5,10,3,3,6,9,0,9,6,2,8,2,2,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,29,11,40,8,8,16,37,19,56,0,0,0,0,0,0,0,0,0,37,19,56,31 to 100
65af7ec870a4882953fa562d,2020-21,2720,Nashik,Nashik,22,272018,Nashik Urc-2,39,Nashik Municipal Corporation,272016,272018042,WARD NO 42,2720180009,NASHIK MC CLUSTER NO 9,27201804210,GOVT BLIND SCHOOL NASHIK ROAD,Samajik nyay bhavan avar near nasardi bridge nashik pune road nashik 11,422101,1955,2,1,Primary only with grades 1 to 5,1,10,Social Welfare,1_Govt,1_Govt,1,4,10,Marathi,01 Marathi,0,0,0,19.986057,73.79959,2,253,9503206560,253,2237568,9623780725,,govtblindnsk55@gmail.com,Sudam Anaji Palde,1,2,2,2-Non-ashram (Govt.),2,0,Not Applicable,2,,0,0,9,0,,,,0,,,,0,0,0,0,0,0,0,0,6,0,6,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,11,0,11,1 to 30
